"","RefSeq_accession_number","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length"
"12992","NP_114124","Q9BXK1","reviewed","KLF16_HUMAN","Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)","KLF16 BTEB4 NSLP2","Homo sapiens (Human)",252
"12993","NP_057550","Q53RE8","reviewed","ANR39_HUMAN","Ankyrin repeat domain-containing protein 39","ANKRD39 HSPC200","Homo sapiens (Human)",183
"12994","NP_113640","Q9BTL3","reviewed","RAMAC_HUMAN","RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)","RAMAC C15orf18 FAM103A1 RAMMET","Homo sapiens (Human)",118
"12995","NP_001244030","Q86SE9","reviewed","PCGF5_HUMAN","Polycomb group RING finger protein 5 (RING finger protein 159)","PCGF5 RNF159","Homo sapiens (Human)",256
"12996","NP_660143","Q13163","reviewed","MP2K5_HUMAN","Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)","MAP2K5 MEK5 MKK5 PRKMK5","Homo sapiens (Human)",448
"12997","NP_001099033","Q8TD31","reviewed","CCHCR_HUMAN","Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein) (Putative gene 8 protein) (Pg8)","CCHCR1 C6orf18 HCR","Homo sapiens (Human)",782
"12998","NP_001099033","A0A1U9X7G6","unreviewed","A0A1U9X7G6_HUMAN","Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein)","","Homo sapiens (Human)",835
"12999","NP_001099033","Q2TB68","unreviewed","Q2TB68_HUMAN","Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein)","CCHCR1","Homo sapiens (Human)",746
"13000","NP_001099033","Q769H0","unreviewed","Q769H0_HUMAN","Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein)","SBP 1b SBP","Homo sapiens (Human)",782
"13001","NP_067037","Q6PCB6","reviewed","AB17C_HUMAN","Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)","ABHD17C FAM108C1","Homo sapiens (Human)",329
"13002","NP_112490","Q96GS6","reviewed","AB17A_HUMAN","Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22)","ABHD17A C19orf27 FAM108A1","Homo sapiens (Human)",310
"13003","NP_001010989","Q15011","reviewed","HERP1_HUMAN","Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1)","HERPUD1 HERP KIAA0025 MIF1","Homo sapiens (Human)",391
"13004","NP_001628","P28039","reviewed","AOAH_HUMAN","Acyloxyacyl hydrolase (EC 3.1.1.77) [Cleaved into: Acyloxyacyl hydrolase small subunit; Acyloxyacyl hydrolase large subunit]","AOAH","Homo sapiens (Human)",575
"13005","NP_001170977","P28039","reviewed","AOAH_HUMAN","Acyloxyacyl hydrolase (EC 3.1.1.77) [Cleaved into: Acyloxyacyl hydrolase small subunit; Acyloxyacyl hydrolase large subunit]","AOAH","Homo sapiens (Human)",575
"13006","NP_001170977","A0A087WVT3","unreviewed","A0A087WVT3_HUMAN","Acyloxyacyl hydrolase","AOAH","Homo sapiens (Human)",688
"13007","NP_000791","P05230","reviewed","FGF1_HUMAN","Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1)","FGF1 FGFA","Homo sapiens (Human)",155
"13008","NP_000791","A0A7U3JVZ2","unreviewed","A0A7U3JVZ2_HUMAN","Multifunctional fusion protein [Includes: Fibroblast growth factor 1 (Acidic fibroblast growth factor) (Heparin-binding growth factor 1); Fibroblast growth factor (FGF)]","FGF2B","Homo sapiens (Human)",155
"13009","NP_078995","Q5TC63","reviewed","GRTP1_HUMAN","Growth hormone-regulated TBC protein 1 (TBC1 domain family member 6)","GRTP1 TBC1D6","Homo sapiens (Human)",336
"13010","NP_116257","Q8N594","reviewed","MPND_HUMAN","MPN domain-containing protein (EC 3.4.-.-)","MPND","Homo sapiens (Human)",471
"13011","NP_057568","Q5EBL8","reviewed","PDZ11_HUMAN","PDZ domain-containing protein 11 (ATPase-interacting PDZ protein) (Plasma membrane calcium ATPase-interacting single-PDZ protein) (PMCA-interacting single-PDZ protein)","PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335","Homo sapiens (Human)",140
"13012","NP_899229","Q5TGL8","reviewed","PXDC1_HUMAN","PX domain-containing protein 1","PXDC1 C6orf145","Homo sapiens (Human)",231
"13013","NP_055676","O75185","reviewed","AT2C2_HUMAN","Calcium-transporting ATPase type 2C member 2 (ATPase 2C2) (EC 7.2.2.10) (Ca(2+)/Mn(2+)-ATPase 2C2) (Secretory pathway Ca(2+)-transporting ATPase type 2) (SPCA2)","ATP2C2 KIAA0703 SPCA2","Homo sapiens (Human)",946
"13014","NP_004100","P10109","reviewed","ADX_HUMAN","Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)","FDX1 ADX","Homo sapiens (Human)",184
"13015","NP_060844","Q9NUM4","reviewed","T106B_HUMAN","Transmembrane protein 106B","TMEM106B","Homo sapiens (Human)",274
"13016","NP_940848","Q6ZSJ8","reviewed","CA122_HUMAN","Uncharacterized protein C1orf122 (Protein ALAESM)","C1orf122","Homo sapiens (Human)",110
"13017","NP_055812","Q6PID8","reviewed","KLD10_HUMAN","Kelch domain-containing protein 10","KLHDC10 KIAA0265","Homo sapiens (Human)",442
"13018","NP_066918","Q9Y289","reviewed","SC5A6_HUMAN","Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (hSMVT) (Solute carrier family 5 member 6)","SLC5A6 SMVT","Homo sapiens (Human)",635
"13019","NP_066918","Q9HD19","unreviewed","Q9HD19_HUMAN","Sodium-dependent multivitamin transporter (Solute carrier family 5 member 6)","SLC5A6 SMVT","Homo sapiens (Human)",27
"13020","NP_004405","P53805","reviewed","RCAN1_HUMAN","Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1)","RCAN1 ADAPT78 CSP1 DSC1 DSCR1","Homo sapiens (Human)",252
"13021","NP_001238907","Q9UKA8","reviewed","RCAN3_HUMAN","Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3)","RCAN3 DSCR1L2","Homo sapiens (Human)",241
"13022","NP_001238911","Q9UKA8","reviewed","RCAN3_HUMAN","Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3)","RCAN3 DSCR1L2","Homo sapiens (Human)",241
"13023","NP_001776","P32320","reviewed","CDD_HUMAN","Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)","CDA CDD","Homo sapiens (Human)",146
"13024","NP_115656","Q8N567","reviewed","ZCHC9_HUMAN","Zinc finger CCHC domain-containing protein 9","ZCCHC9","Homo sapiens (Human)",271
"13025","NP_001541","O00458","reviewed","IFRD1_HUMAN","Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)","IFRD1","Homo sapiens (Human)",451
"13026","NP_001541","A4D0U1","unreviewed","A4D0U1_HUMAN","Interferon-related developmental regulator 1 (Interferon-related developmental regulator 1, isoform CRA_a)","IFRD1 hCG_15767 tcag7.54","Homo sapiens (Human)",451
"13027","NP_065078","Q9NYS0","reviewed","KBRS1_HUMAN","NF-kappa-B inhibitor-interacting Ras-like protein 1 (I-kappa-B-interacting Ras-like protein 1) (Kappa B-Ras protein 1) (KappaB-Ras1)","NKIRAS1 KBRAS1","Homo sapiens (Human)",192
"13028","NP_001138505","Q7Z7L8","reviewed","CK096_HUMAN","Uncharacterized protein C11orf96 (Protein Ag2 homolog)","C11orf96 AG2","Homo sapiens (Human)",435
"13029","NP_001138505","A0A087WW59","unreviewed","A0A087WW59_HUMAN","Chromosome 11 open reading frame 96","C11orf96","Homo sapiens (Human)",122
"13030","NP_061993","Q9UN66","reviewed","PCDB8_HUMAN","Protocadherin beta-8 (PCDH-beta-8) (Protocadherin-3I)","PCDHB8 PCDH3I","Homo sapiens (Human)",801
"13031","NP_061758","Q9Y5E8","reviewed","PCDBF_HUMAN","Protocadherin beta-15 (PCDH-beta-15)","PCDHB15","Homo sapiens (Human)",787
"13032","NP_061758","B2R708","unreviewed","B2R708_HUMAN","cDNA, FLJ93213, highly similar to Homo sapiens protocadherin beta 15 (PCDHB15), mRNA","","Homo sapiens (Human)",787
"13033","NP_061760","Q9Y5E6","reviewed","PCDB3_HUMAN","Protocadherin beta-3 (PCDH-beta-3)","PCDHB3","Homo sapiens (Human)",796
"13034","NP_061759","Q9Y5E7","reviewed","PCDB2_HUMAN","Protocadherin beta-2 (PCDH-beta-2)","PCDHB2","Homo sapiens (Human)",798
"13035","NP_061759","Q4KMG6","unreviewed","Q4KMG6_HUMAN","Protocadherin beta 2","PCDHB2","Homo sapiens (Human)",798
"13036","NP_061763","Q9Y5E2","reviewed","PCDB7_HUMAN","Protocadherin beta-7 (PCDH-beta-7)","PCDHB7","Homo sapiens (Human)",793
"13037","NP_061756","Q9Y5F0","reviewed","PCDBD_HUMAN","Protocadherin beta-13 (PCDH-beta-13)","PCDHB13 UNQ332/PRO531","Homo sapiens (Human)",798
"13038","NP_061761","Q9Y5E5","reviewed","PCDB4_HUMAN","Protocadherin beta-4 (PCDH-beta-4)","PCDHB4","Homo sapiens (Human)",795
"13039","NP_061754","Q9Y5F2","reviewed","PCDBB_HUMAN","Protocadherin beta-11 (PCDH-beta-11)","PCDHB11","Homo sapiens (Human)",797
"13040","NP_056484","Q9Y5E4","reviewed","PCDB5_HUMAN","Protocadherin beta-5 (PCDH-beta-5)","PCDHB5","Homo sapiens (Human)",795
"13041","NP_056484","Q59FR6","unreviewed","Q59FR6_HUMAN","Protocadherin beta 5 variant","","Homo sapiens (Human)",796
"13042","NP_001129691","P12318","reviewed","FCG2A_HUMAN","Low affinity immunoglobulin gamma Fc region receptor II-a (IgG Fc receptor II-a) (CDw32) (Fc-gamma RII-a) (Fc-gamma-RIIa) (FcRII-a) (CD antigen CD32)","FCGR2A CD32 FCG2 FCGR2A1 IGFR2","Homo sapiens (Human)",317
"13043","NP_963857","P31995","reviewed","FCG2C_HUMAN","Low affinity immunoglobulin gamma Fc region receptor II-c (IgG Fc receptor II-c) (CDw32) (Fc-gamma RII-c) (Fc-gamma-RIIc) (FcRII-c) (CD antigen CD32)","FCGR2C CD32 FCG2 IGFR2","Homo sapiens (Human)",323
"13044","NP_001555","Q9H160","reviewed","ING2_HUMAN","Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2)","ING2 ING1L","Homo sapiens (Human)",280
"13045","NP_001555","B2RA15","unreviewed","B2RA15_HUMAN","Inhibitor of growth protein","","Homo sapiens (Human)",280
"13046","NP_060520","Q9H8J5","reviewed","MANS1_HUMAN","MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)","MANSC1 LOH12CR3 UNQ316/PRO361","Homo sapiens (Human)",431
"13047","NP_056203","Q9GZM5","reviewed","YIPF3_HUMAN","Protein YIPF3 (Killer lineage protein 1) (Natural killer cell-specific antigen KLIP1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, 36 kDa form III]","YIPF3 C6orf109 KLIP1","Homo sapiens (Human)",350
"13048","NP_006262","P23297","reviewed","S10A1_HUMAN","Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1)","S100A1 S100A","Homo sapiens (Human)",94
"13049","NP_006262","A0A0S2Z4H2","unreviewed","A0A0S2Z4H2_HUMAN","Protein S100 (S100 calcium-binding protein)","S100A1","Homo sapiens (Human)",94
"13050","NP_079412","Q9H6K4","reviewed","OPA3_HUMAN","Optic atrophy 3 protein","OPA3","Homo sapiens (Human)",179
"13051","NP_001017989","Q9H6K4","reviewed","OPA3_HUMAN","Optic atrophy 3 protein","OPA3","Homo sapiens (Human)",179
"13052","NP_002719","P13727","reviewed","PRG2_HUMAN","Bone marrow proteoglycan (BMPG) (Proteoglycan 2) [Cleaved into: Eosinophil granule major basic protein (EMBP) (MBP) (Pregnancy-associated major basic protein)]","PRG2 MBP","Homo sapiens (Human)",222
"13053","NP_071319","Q9NQ84","reviewed","GPC5C_HUMAN","G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3)","GPRC5C RAIG3 PSEC0087","Homo sapiens (Human)",441
"13054","NP_071319","A0A0C4DFY5","unreviewed","A0A0C4DFY5_HUMAN","G protein-coupled receptor class C group 5 member C","GPRC5C","Homo sapiens (Human)",486
"13055","NP_071319","Q9BSP0","unreviewed","Q9BSP0_HUMAN","G protein-coupled receptor class C group 5 member C (G protein-coupled receptor, family C, group 5, member C, isoform CRA_c) (GPRC5C protein)","GPRC5C hCG_1775257","Homo sapiens (Human)",105
"13056","NP_001093140","Q8N0T1","reviewed","RBIS_HUMAN","Ribosomal biogenesis factor","RBIS C8orf59","Homo sapiens (Human)",100
"13057","NP_001241","P25942","reviewed","TNR5_HUMAN","Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40)","CD40 TNFRSF5","Homo sapiens (Human)",277
"13058","NP_001241","A0A0S2Z3C7","unreviewed","A0A0S2Z3C7_HUMAN","Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (CD40L receptor)","CD40","Homo sapiens (Human)",277
"13059","NP_001241","Q6P2H9","unreviewed","Q6P2H9_HUMAN","CD40 protein","CD40","Homo sapiens (Human)",151
"13060","NP_001073379","Q96JM4","reviewed","LRIQ1_HUMAN","Leucine-rich repeat and IQ domain-containing protein 1","LRRIQ1 KIAA1801","Homo sapiens (Human)",1722
"13061","NP_001073379","A0A140VJN5","unreviewed","A0A140VJN5_HUMAN","Testicular tissue protein Li 111","","Homo sapiens (Human)",1722
"13062","NP_000900","P25929","reviewed","NPY1R_HUMAN","Neuropeptide Y receptor type 1 (NPY1-R)","NPY1R NPYR NPYY1","Homo sapiens (Human)",384
"13063","NP_001128123","Q8N5X7","reviewed","IF4E3_HUMAN","Eukaryotic translation initiation factor 4E type 3 (eIF-4E type 3) (eIF-4E3) (eIF4E type 3) (eIF4E-3)","EIF4E3","Homo sapiens (Human)",224
"13064","NP_001032755","Q8WTX7","reviewed","CAST1_HUMAN","Cytosolic arginine sensor for mTORC1 subunit 1 (Cellular arginine sensor for mTORC1 protein 1) (GATS-like protein 3)","CASTOR1 GATSL3","Homo sapiens (Human)",329
"13065","NP_001138536","A6NHX0","reviewed","CAST2_HUMAN","Cytosolic arginine sensor for mTORC1 subunit 2 (Cellular arginine sensor for mTORC1 protein 2) (GATS-like protein 2)","CASTOR2 GATSL1 GATSL2","Homo sapiens (Human)",329
"13066","NP_005054","O00767","reviewed","SCD_HUMAN","Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)","SCD FADS5 SCD1 SCDOS","Homo sapiens (Human)",359
"13067","NP_620153","Q8WV92","reviewed","MITD1_HUMAN","MIT domain-containing protein 1","MITD1","Homo sapiens (Human)",249
"13068","NP_004692","O95067","reviewed","CCNB2_HUMAN","G2/mitotic-specific cyclin-B2","CCNB2","Homo sapiens (Human)",398
"13069","NP_659498","Q8IX90","reviewed","SKA3_HUMAN","Spindle and kinetochore-associated protein 3","SKA3 C13orf3 RAMA1","Homo sapiens (Human)",412
"13070","NP_620158","Q8NFR7","reviewed","CC148_HUMAN","Coiled-coil domain-containing protein 148","CCDC148","Homo sapiens (Human)",591
"13071","NP_005946","Q14872","reviewed","MTF1_HUMAN","Metal regulatory transcription factor 1 (MRE-binding transcription factor) (Transcription factor MTF-1)","MTF1","Homo sapiens (Human)",753
"13072","NP_060320","Q9NX04","reviewed","AIRIM_HUMAN","AFG2-interacting ribosome maturation factor (Ribosome biogenesis protein C1orf109)","AIRIM C1orf109","Homo sapiens (Human)",203
"13073","NP_659449","Q8ND76","reviewed","CCNY_HUMAN","Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)","CCNY C10orf9 CBCP1 CFP1","Homo sapiens (Human)",341
"13074","NP_071927","Q9H116","reviewed","GZF1_HUMAN","GDNF-inducible zinc finger protein 1 (Zinc finger and BTB domain-containing protein 23) (Zinc finger protein 336)","GZF1 ZBTB23 ZNF336","Homo sapiens (Human)",711
"13075","NP_689920","P16260","reviewed","GDC_HUMAN","Solute carrier family 25 member 16 (Graves disease autoantigen) (GDA) (Graves disease carrier protein) (GDC) (Graves' didease protein) (hGP) (Mitochondrial solute carrier protein homolog)","SLC25A16 GDA","Homo sapiens (Human)",332
"13076","NP_477511","Q969E8","reviewed","TSR2_HUMAN","Pre-rRNA-processing protein TSR2 homolog","TSR2","Homo sapiens (Human)",191
"13077","NP_001153777","Q8TBK2","reviewed","SETD6_HUMAN","N-lysine methyltransferase SETD6 (EC 2.1.1.-) (SET domain-containing protein 6)","SETD6","Homo sapiens (Human)",473
"13078","NP_056475","Q9UG22","reviewed","GIMA2_HUMAN","GTPase IMAP family member 2 (Immunity-associated protein 2) (hIMAP2)","GIMAP2 IMAP2","Homo sapiens (Human)",337
"13079","NP_056475","A0A090N8H4","unreviewed","A0A090N8H4_HUMAN","GTPase, IMAP family member 2, isoform CRA_c (Immunity associated protein 2)","HIMAP2 GIMAP2 hCG_1990706 tcag7.775","Homo sapiens (Human)",337
"13080","NP_000456","Q99728","reviewed","BARD1_HUMAN","BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)","BARD1","Homo sapiens (Human)",777
"13081","NP_000456","A0AVN2","unreviewed","A0AVN2_HUMAN","BRCA1 associated RING domain 1","BARD1","Homo sapiens (Human)",777
"13082","NP_002342","O60880","reviewed","SH21A_HUMAN","SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)","SH2D1A DSHP SAP","Homo sapiens (Human)",128
"13083","NP_001025035","Q5JYT7","reviewed","K1755_HUMAN","Uncharacterized protein KIAA1755","KIAA1755","Homo sapiens (Human)",1200
"13084","NP_004772","Q15836","reviewed","VAMP3_HUMAN","Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)","VAMP3 SYB3","Homo sapiens (Human)",100
"13085","NP_004772","Q6FGG2","unreviewed","Q6FGG2_HUMAN","VAMP3 protein (Vesicle-associated membrane protein 3 (Cellubrevin)) (cDNA, FLJ92013, Homo sapiens vesicle-associated membrane protein 3 (cellubrevin)(VAMP3), mRNA)","VAMP3 hCG_21813","Homo sapiens (Human)",100
"13086","NP_055047","P63027","reviewed","VAMP2_HUMAN","Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)","VAMP2 SYB2","Homo sapiens (Human)",116
"13087","NP_060294","Q9NX47","reviewed","MARH5_HUMAN","E3 ubiquitin-protein ligase MARCHF5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (Mitochondrial ubiquitin ligase) (MITOL) (RING finger protein 153) (RING-type E3 ubiquitin transferase MARCHF5)","MARCHF5 MARCH5 RNF153","Homo sapiens (Human)",278
"13088","NP_757385","Q86TM6","reviewed","SYVN1_HUMAN","E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)","SYVN1 HRD1 KIAA1810","Homo sapiens (Human)",617
"13089","NP_057556","Q9P0R6","reviewed","GSKIP_HUMAN","GSK3B-interacting protein (GSKIP) (GSK3beta interaction protein)","GSKIP C14orf129 HSPC210","Homo sapiens (Human)",139
"13090","NP_005573","Q99467","reviewed","CD180_HUMAN","CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180)","CD180 LY64 RP105","Homo sapiens (Human)",661
"13091","NP_775889","Q8NBZ0","reviewed","IN80E_HUMAN","INO80 complex subunit E (Coiled-coil domain-containing protein 95)","INO80E CCDC95","Homo sapiens (Human)",244
"13092","NP_079411","Q2V2M9","reviewed","FHOD3_HUMAN","FH1/FH2 domain-containing protein 3 (Formactin-2) (Formin homolog overexpressed in spleen 2) (hFHOS2)","FHOD3 FHOS2 KIAA1695","Homo sapiens (Human)",1422
"13093","NP_055300","O60760","reviewed","HPGDS_HUMAN","Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)","HPGDS GSTS PGDS PTGDS2","Homo sapiens (Human)",199
"13094","NP_055300","A0A384P5J0","unreviewed","A0A384P5J0_HUMAN","Epididymis secretory sperm binding protein","","Homo sapiens (Human)",199
"13095","NP_001008389","Q8N5K1","reviewed","CISD2_HUMAN","CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1)","CISD2 CDGSH2 ERIS ZCD2","Homo sapiens (Human)",135
"13096","NP_742086","O43508","reviewed","TNF12_HUMAN","Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]","TNFSF12 APO3L DR3LG UNQ181/PRO207","Homo sapiens (Human)",249
"13097","NP_742086","A0A0A6YY99","unreviewed","A0A0A6YY99_HUMAN","Protein TNFSF12-TNFSF13","TNFSF12-TNFSF13","Homo sapiens (Human)",330
"13098","NP_067066","Q9P1F3","reviewed","ABRAL_HUMAN","Costars family protein ABRACL (ABRA C-terminal-like protein)","ABRACL C6orf115 HSPC280 PRO2013","Homo sapiens (Human)",81
